ra dec
53.09393952872831 -27.84872991980235
53.03318529410826 -27.775679707655517
53.06832929399477 -27.86066960921214
53.04408881172883 -27.85604328806537
53.08981051210241 -27.85443575846022
53.0616642735037 -27.789449893027683
53.049714019296765 -27.834381720977596
53.05785089771723 -27.84132668490857
53.096333509102045 -27.80779752436362
53.061356229650016 -27.855402413700286
53.076354863743255 -27.76465853318676
53.05241135371854 -27.79465282906872
53.08071396906076 -27.772163326375146
53.05740507475385 -27.79749532934444
53.07647684591099 -27.764536842786836
53.07359356838033 -27.85086601052533
53.05160333240084 -27.788886166186085
53.06212590788291 -27.783555172970587
53.061514830797094 -27.771543592341818
53.074967996448436 -27.849023422084876
53.07428308137531 -27.809577241738168
53.08722013052766 -27.83086453520032
53.0369019332162 -27.792994432608552
53.05755452302562 -27.769707892495006
53.05494126996102 -27.77126239884024
53.086809776960656 -27.7734324120797
53.086038396041246 -27.866353908790117
53.0733533254792 -27.82428442960316
53.09715309991527 -27.83917017592324
53.05149775623079 -27.82957694699508
53.050012994912564 -27.773271916331034
53.03846620368259 -27.77003544546621
53.05929455994987 -27.841094714752266
53.065829743669475 -27.81649494332628
53.08919705730575 -27.791098857193813
53.05950376958758 -27.860873944269258
53.07591313347008 -27.884409848735363
53.0321087890946 -27.79447494383538
53.10051715773416 -27.768467763653724
53.05942096481415 -27.787649974368623
53.0608096427466 -27.87016084672469
53.095461973593494 -27.822623521226102
53.06218743499267 -27.838802417847017
53.09357470900492 -27.837014807763076
53.07588782636008 -27.846720329509637
53.104638970449514 -27.85705896506385
53.0956259628811 -27.89083436412218
53.06539849590879 -27.806294043893683
53.07517472011898 -27.837352079881416
53.087108221144995 -27.82601524582008
53.10072730844362 -27.852326633745008
53.05365405880583 -27.850061645662432
53.08708588665122 -27.84970808643971
53.08801978177531 -27.775128776749224
53.07148271166076 -27.793867903752478
53.09986422140877 -27.852810674142376
53.09880183150775 -27.859344283621823
53.059265088281734 -27.86906008334405
53.04443255584478 -27.81303484004583
53.033334742380035 -27.849128676439307
53.066002878223216 -27.875078380961376
53.05535106576137 -27.80992297186185
53.06614207624527 -27.86276223183018
53.048768616651806 -27.847229785308425
53.09513649621128 -27.851005393854663
53.071717511836354 -27.81558852008332
53.059035269232346 -27.862338864126865
53.037836777847275 -27.785032862009345
53.03738009954262 -27.793853595633564
53.10526667882621 -27.836502074144086
53.02338425735198 -27.801734052816013
53.044141032311046 -27.7811939080961
53.08648095858822 -27.800067637032566
53.02315305946946 -27.80983501383736
53.066758171052676 -27.82411434824003
53.07789047244335 -27.768291526832947
53.055195515542025 -27.806031664781617
53.08529665070385 -27.82154230539104
53.06830541039827 -27.892662308616107
53.08004035952583 -27.778982605420556
53.029064853017594 -27.781058735886422
53.04664790211503 -27.786764520325587
53.057086691849086 -27.83897012796945
53.07889659022887 -27.78945469859241
53.08878351408917 -27.876811823807593
53.092643096338804 -27.77203222059505
53.088593837820895 -27.764431916239566
53.03649837376293 -27.77016930176175
53.102231140354746 -27.774106014961497
53.029916184940255 -27.851470640617734
53.02491585903409 -27.799914950972525
53.07827979914148 -27.822418961721354
53.049609433046115 -27.849929571109495
53.08125217665077 -27.826820969461227
53.05992501720483 -27.78976762191289
53.072959700953604 -27.841060489482228
53.08511522907341 -27.76861587526697
53.021734273109644 -27.80827941104869
53.02161868021312 -27.806518684398448
53.04542747864869 -27.863612862726182
53.052652733493396 -27.76010563774564
53.09595354531553 -27.82217406138853
53.091503265307225 -27.8388847666879
53.0365126659063 -27.826799850393897
53.04364365739563 -27.7627244884848
53.07485118980836 -27.891753507837752
53.03088275400108 -27.772690815192504
53.057655603178496 -27.79841294615471
53.09502364674138 -27.796372812031535
53.09722527967859 -27.88832621804244
53.03957551155321 -27.819816567947743
53.095786186162975 -27.846035025729517
53.07483121279131 -27.798049324415015
53.069666650527935 -27.857770685079558
53.031566967373465 -27.80059401767633
53.104282306968585 -27.81090047341015
53.05969314022558 -27.775030918484035
53.08928644746585 -27.872491465159467
53.0755450404656 -27.856394575805574
53.063063347407805 -27.860577381184314
53.06495338586641 -27.800948420392135
53.0872340706362 -27.801912398325506
53.049878409372894 -27.773617754753584
53.09591350769136 -27.806229358872848
53.07970228399459 -27.78419575487792
53.06717163335694 -27.843841188062225
53.09753946718172 -27.797304760624648
53.099030168861184 -27.862612047332426
53.089601804737505 -27.822310575514454
53.059733642696436 -27.820654437657538
53.03439235190727 -27.7831988884014
53.07606410067829 -27.878526333227665
53.08572370574653 -27.834781042322554
53.063582290196955 -27.782258935559856
53.023915426325296 -27.807780312646592
53.03419705361848 -27.793645493615603
53.04952802274839 -27.796352578551023
53.019839929630486 -27.806605118798988
53.10150223095272 -27.816709737387207
53.049552352092576 -27.79976440496414
53.02051420089034 -27.81373466523916
53.10168100682599 -27.877005563423104
53.093244468588885 -27.865081542264655
53.0695479119835 -27.816314302083246
53.06164754368991 -27.796288553627218
53.046171194778985 -27.783492013020364
53.02373496609874 -27.772365926701983
53.09193951525697 -27.828812270671765
53.072458223943755 -27.788337902857187
53.0849490661556 -27.788667675993633
53.031727230610734 -27.790716036514745
53.080361755461595 -27.85952259327724
53.05890059613718 -27.82671941568666
53.082960261071605 -27.831815684424292
53.02394041447953 -27.81444258218406
53.04102775750352 -27.79342616390064
53.03854258601993 -27.82248300240647
53.100801999200435 -27.88991107489565
53.076840429773206 -27.769450550974064
53.03807842182792 -27.762967762511398
53.06188953978018 -27.81575595807533
53.02794386309319 -27.800377210556732
53.08501463066335 -27.89335535356196
53.084949678567014 -27.770629345125393
53.069656970489376 -27.83078062114694
53.07284034137865 -27.835145399972326
53.09254461837015 -27.807114747485855
53.03818887017594 -27.86336540735286
53.0917613921938 -27.827101461549574
53.060536132832304 -27.78236417850154
53.04082839591858 -27.79275342472122
53.088625440384035 -27.823855852208094
53.0253235489276 -27.781378382735177
53.08543674759296 -27.851783588609106
53.025481163144335 -27.809712267889804
53.0307323356659 -27.787915527451926
53.065501882394 -27.871120917737706
53.035449247690366 -27.78996617478469
53.1041755631508 -27.80877735207933
53.06968702519919 -27.792369847094918
53.064280923959565 -27.77391697881948
53.07282898861474 -27.773301226522044
53.07957703676603 -27.831448104109892
53.059609823097624 -27.821657844862134
53.0289645249779 -27.83680676245848
53.04886735459064 -27.869052639016076
53.084366125110115 -27.825362834171806
53.04975706717315 -27.773570897437022
53.042742170690545 -27.842268490377467
53.08085618893832 -27.830705817691705
53.045006192174206 -27.78367511138852
53.04311525039293 -27.793203803113784
53.06056835445417 -27.82245077871698
53.0805165960287 -27.77732963270756
53.06768885882225 -27.829094799565652
53.093941744084326 -27.81279565169946
53.09378342556514 -27.88155383873885
53.04811505765893 -27.86950494868836
53.02312730702893 -27.841238303373146
53.098601193373035 -27.846818271648324
53.049451878996116 -27.800082927768294
53.09909695970342 -27.804061524422497
53.08248648501995 -27.848528373915332
53.029750740008986 -27.850842883681988
53.03860612980217 -27.860927064541094
53.08434260685138 -27.884674784377548
53.034913221929294 -27.825208807635644
53.059277413043034 -27.768806401296853
53.08938800317166 -27.78819395921506
53.08924020672812 -27.822681136853983
53.0323092713427 -27.842934795463055
53.095407913638255 -27.76886944946663
53.03533215874823 -27.851014767985248
53.03860159695831 -27.781392744537413
53.083500146426644 -27.769673929384613
53.1028069836451 -27.798171832674527
53.05741216965988 -27.77238031423945
53.07250798302788 -27.83332527890525
53.08226875310558 -27.850840105653937
53.082162573079195 -27.84766596687816
53.09160091909973 -27.87078687997095
53.096189672295 -27.88734572659035
53.06000750783901 -27.816562809883386
53.04520284653795 -27.79621165019261
53.08880932943644 -27.80084049800066
53.09348623672394 -27.7635469835368
53.03005619810922 -27.796561677109768
53.06539350481881 -27.860369570330818
53.058957655631225 -27.76806402043854
53.08969488146685 -27.807853216927324
53.09841947356626 -27.84197340650502
53.03211774355562 -27.823114557805198
53.08527663476408 -27.85897633600279
53.08145300816739 -27.885150532784063
53.097896787482874 -27.76317687492584
53.070554378572446 -27.841211348777655
53.07166055963717 -27.806022053470727
53.093105229436055 -27.858692267634062
53.09716031273557 -27.882844349129996
53.078399589477655 -27.819501582768353
53.08111763763316 -27.84279336825783
53.059890897599445 -27.82390112114018
53.03883995206776 -27.816132945763822
53.07842716405265 -27.76691024809999
53.02831713562658 -27.83862818158242
53.10502497984922 -27.79511181685654
53.09010410404468 -27.87211037565269
53.059078641539415 -27.886279064761702
53.104001023104615 -27.842342711721365
53.09267914878843 -27.878734011974274
53.04212770799858 -27.801446122649455
53.07251095750417 -27.843678058684876
53.102522715475374 -27.842995072819814
53.08921726057564 -27.76316298995033
53.04791868919738 -27.862863146203654
53.08018370999638 -27.824207787548236
53.03190263731184 -27.840050797951427
53.05322944549039 -27.826829100252162
53.09581476397326 -27.76488173736287
53.04909715092299 -27.790706721047474
53.05535564061246 -27.89107704192713
53.07000501871542 -27.883957588864895
53.09096288509576 -27.855523508977104
53.09874133364521 -27.8224948356419
53.05410945374496 -27.844257527582165
53.0792624821656 -27.887750137567323
53.04339224405795 -27.853473301032654
53.04750818259138 -27.789781201659192
53.05554118537012 -27.802290346832706
53.10159265589834 -27.786378161018483
53.067535137448914 -27.772982182700012
53.08568859439835 -27.760786988072034
53.10498292252522 -27.76896580525977
53.097305845199735 -27.790982468218065
53.034694133975094 -27.80740153327902
53.0810499825074 -27.830718103155853
53.06734867209381 -27.808413705538733
53.04510822819532 -27.820118669148624
53.04478396941272 -27.83623978797162
53.06711854732129 -27.76659534424283
53.065504570138145 -27.83116244866717
53.0555203874398 -27.833796534586583
53.040294954093696 -27.80578427252434
53.10466922765454 -27.85620765893482
53.08757350523832 -27.875911124790523
53.0406917878493 -27.80544724281038
53.10184900401467 -27.85816600221754
53.062606027870416 -27.862947875028134
53.042224514699555 -27.804495908507064
53.06566209912974 -27.811833179094382
53.07022272969797 -27.84785155963491
53.08688862988868 -27.892425075348957
53.03045265589327 -27.80912627218501
53.099490384315146 -27.854236672118514
53.082060179724834 -27.860364894178847
53.092460841260525 -27.796941390355883
53.0596031497475 -27.818143505199142
53.018340361967525 -27.786036657468607
53.0869183470677 -27.84743755282622
53.05770507206216 -27.81770826918937
53.0957531396895 -27.85074204959489
53.087294819475375 -27.79400461639422
53.0986686352558 -27.78113360785715
53.06702569898224 -27.816113631713012
53.096632868058585 -27.786324886054775
53.045732861027496 -27.84947961599609
53.09595060126865 -27.872848254976567
53.04815719792646 -27.76962728751736
53.05959505773804 -27.822766345934838
53.08120423601744 -27.811455843764815
53.090606607126745 -27.80392604526694
53.08411589554885 -27.880655869909756
53.06567302610704 -27.78007480476541
53.03040186342721 -27.7914986313044
53.08823209420405 -27.881022498008534
53.088570776284406 -27.892663347207183
53.039041755498296 -27.76222799237212
53.094679695814044 -27.84803905466761
53.09156626108125 -27.881062128967155
53.020932211856746 -27.814072306630752
53.02074723815868 -27.777196420809457
53.08367679015179 -27.83619915256256
53.07627178160551 -27.89039624998265
53.099415954592835 -27.811180004920377
53.04833411828813 -27.781822145400476
53.07238058388011 -27.881233408836213
53.06649494198782 -27.810591377382732
53.063820869601216 -27.80297971196258
53.041690578756324 -27.836652332248512
53.09075404748842 -27.83886090066637
53.093320698573386 -27.808035902081368
53.06282624697708 -27.82977113595995
53.1035024644565 -27.82806937025777
53.05536391969487 -27.804169218710754
53.07384814488952 -27.868738279575663
53.0970008864867 -27.762627580523297
53.07802179215819 -27.853066126075717
53.05415206081402 -27.806628251921506
53.09965547901942 -27.848712158736763
53.0411507304678 -27.79610935347936
53.06618238328635 -27.795746911146775
53.08882207499647 -27.84846675215523
53.0678077592726 -27.85819062630663
53.06596329593376 -27.873736383495697
53.020917077381455 -27.804912519798755
53.05997037926806 -27.848196687571967
53.08237171774047 -27.818790999620237
53.088017261575004 -27.85500399671925
53.06246576577703 -27.883443278317117
53.055660747762154 -27.81913848444999
53.048250608155584 -27.767524440530572
53.02842326914387 -27.79172625395833
53.04717321117762 -27.855605990000964
53.08540116860441 -27.864312092463674
53.07832273492536 -27.780324404796623
53.08784824743862 -27.800576096422645
53.06140997640961 -27.778996638153778
53.06337406835662 -27.87697475278967
53.070010464041204 -27.868628229850156
53.04552125949737 -27.761821534804007
53.078177779540574 -27.781220568726223
53.04865646248347 -27.809808203748563
53.07705937830314 -27.85715549896792
53.10574542700546 -27.872363861879066
53.07787208013258 -27.8037454690061
53.0661849694597 -27.840651314307127
53.0613188980893 -27.850545830759483
53.03226218374088 -27.808202212678662
53.067979312969 -27.802846749127124
53.08094128528619 -27.82112830622281
53.07779523654849 -27.767178858565558
53.08588636409325 -27.79014477966448
53.052224356000224 -27.80012217108924
53.08377611807507 -27.878748845404008
53.09517560427778 -27.827316958206236
53.03343441943807 -27.769587518945016
53.06882802295511 -27.793572112268482
53.084730276201675 -27.879963973651375
53.08877121176814 -27.840277484153383
53.0713950575819 -27.88180652223567
53.07560524533459 -27.84909621115828
53.090939606827305 -27.80814208735786
53.03106439951323 -27.769625695027106
53.03810807830848 -27.829494898071534
53.104079665463495 -27.89401584560551
53.05912840374198 -27.775606500910254
53.04282510218433 -27.796384709667077
53.091511150659166 -27.876605643644833
53.092345183346424 -27.792068715780335
53.1040022950128 -27.860333787695204
53.02691415361167 -27.79246917556626
53.04074810063399 -27.83875201102858
53.08553811920868 -27.877382840184026
53.029245652102276 -27.81164778837604
53.07340635172951 -27.822329023049804
53.04142890110949 -27.799963875163257
53.06434127617664 -27.79818531991252
53.091158819221725 -27.808748729611715
53.06030001457231 -27.78524130470321
53.09522725661127 -27.76968106073756
53.03278495660012 -27.81404600592435
53.07863639499214 -27.837446737304575
53.063475609316946 -27.788399302195014
53.06856607695416 -27.88100397119931
53.07307332081934 -27.799115447569566
53.08749257249157 -27.800645364411473
53.09850934583351 -27.790221490914668
53.10227693198357 -27.834346813381813
53.05354907777381 -27.77204690749796
53.08017909176778 -27.822641310198495
53.092426552024314 -27.887410582386348
53.09783468258957 -27.785164032818006
53.03395182710792 -27.823647033264333
53.08520232909743 -27.890861646419555
53.07355284110433 -27.76726562808011
53.04683423349608 -27.834275151406207
53.07951386714527 -27.880873024366423
53.05708905990827 -27.807049012153804
53.03248635047174 -27.77850152397979
53.02341713824199 -27.78626568948989
53.049513463546276 -27.85383589057956
53.04262790992383 -27.807408885877887
53.07770241353634 -27.871688736544115
53.03247100035123 -27.848391923228608
53.03242641433444 -27.801550557188108
53.05752255656486 -27.783424675260918
53.047942612215664 -27.77164554758065
53.08838247239131 -27.76715197416895
53.056200427679805 -27.836447567281738
53.06215163045265 -27.792924950438213
53.097327246268485 -27.865754085762877
53.0709492022028 -27.865405501566794
53.06246797050973 -27.87337798317929
53.04389531216867 -27.849053844675964
53.099202384855936 -27.786389693225512
53.06840455278387 -27.884972490342324
53.030016596937465 -27.82107712767451
53.083306822741804 -27.828508708812734
53.064712381732974 -27.883602976915103
53.05392953360683 -27.77856078584169
53.038565823627266 -27.849076056844247
53.09072556523074 -27.893942205275952
53.08630168151755 -27.780404372036184
53.04845554050866 -27.78139843286446
53.032198202868294 -27.85640609593122
53.076570887188645 -27.803191655087094
53.07720793314444 -27.860395706838286
53.09688061717627 -27.844878719199105
53.02580814651324 -27.837082761006272
53.08183485449195 -27.835184576237687
53.049635704192646 -27.771900818114243
53.02295088760808 -27.775502873917922
53.05374765338278 -27.82771750405795
53.02606724905822 -27.822358483187113
53.064141997310344 -27.83711585469024
53.05309933002991 -27.776053853900013
53.08285461767748 -27.880683729861584
53.055987208671425 -27.789215987701287
53.01982167928696 -27.79116645481003
53.086506995492435 -27.76644616089159
53.10496862822187 -27.792958452739565
53.086210789375976 -27.782568421149644
53.086606715364994 -27.772893069500988
53.10257211602151 -27.835218256190764
53.03472252108546 -27.838307068866705
53.10175712884039 -27.880494781540406
53.034150806559055 -27.845734987816176
53.02794910486447 -27.798379491703546
53.038907812160865 -27.76809536589231
53.1030830551254 -27.814651737646596
53.093438866603734 -27.881193864191534
53.05008409159426 -27.850688121958722
53.03831427137343 -27.85353299792004
53.07275727198518 -27.864737408293742
53.102346887347444 -27.792398421828963
53.070819540672495 -27.812523847595113
53.03482114063944 -27.82006102867675
53.10037631705544 -27.826249164932914
53.049632635843594 -27.810823876108646
53.08323737562608 -27.765033057222002
53.02783680552277 -27.773524430216032
53.093263636601925 -27.82880490695076
53.04608174008242 -27.785913237210867
53.041618644499835 -27.82568591949289
53.09349634075402 -27.824250391059
53.04262770151927 -27.843845100153363
53.04973570749109 -27.85501294265006
53.081077786441554 -27.797068350487407
53.08899919694347 -27.797133855272058
53.04193067706022 -27.848360908203176
53.03412650007603 -27.827936499407613
53.03172913186017 -27.84937859521679
53.050206123644585 -27.836200843068266
53.1053653006972 -27.80804043787413
53.07856335308829 -27.771871441056433
53.09569433946636 -27.861814960336
53.091733190010544 -27.779402772072206
53.02103281711269 -27.78559613626951
53.08902829318598 -27.830351655933832
53.04729845703282 -27.825374963084982
53.05015945505322 -27.797023578047625
53.03571981986631 -27.826299444205514
53.056313299171585 -27.79793170878874
53.06071437499282 -27.883172115525547
53.05144827138771 -27.839670197727102
53.04337676494238 -27.782877222007684
53.092129353573945 -27.770479257759856
53.07614701153899 -27.89015680512876
53.094499779167876 -27.767861989588326
53.04642708838114 -27.760127543371915
53.06150226357996 -27.869525181446374
53.0881785067818 -27.78044250944874
53.09672170588817 -27.804433894727342
53.02677714005747 -27.78299297498301
53.05469611159002 -27.824276033637428
53.08099220877941 -27.845875656858052
53.059462691757304 -27.801576782785
53.10518216464988 -27.767793353991735
53.041959249503165 -27.815479858997442
53.089165496428095 -27.87857338849849
53.06122041154253 -27.790302325545444
53.07260774997221 -27.813030901156598
53.05063965231698 -27.774990707161603
53.08525499377787 -27.773495808297177
53.024201829030424 -27.781338501462262
53.08650953006854 -27.82168178488192
53.02552640177764 -27.81382264165958
53.049806393494435 -27.832457263085473
53.066052548081544 -27.775864958370537
53.05332203569404 -27.861747581000554
53.083128228974125 -27.84994434634024
53.10052349019755 -27.788235326072122
53.04498424983057 -27.800860663384828
53.09352099829184 -27.768061489968495
53.019215059642775 -27.79813976714675
53.07491457545364 -27.839071372349927
53.073444871961605 -27.83140691715378
53.09806676127604 -27.798827053052065
53.068873402791695 -27.80519583426017
53.08542857277841 -27.81859360976415
53.03569254429398 -27.792569936254008
53.0937232921391 -27.845146083371848
53.033853348431315 -27.77388360925623
53.0846582402933 -27.879157777393573
53.0242799895017 -27.80481069459146
53.02268182743743 -27.77593904366916
53.04813754705956 -27.79709170547405
53.046497547886645 -27.832906962363595
53.094730288586845 -27.788010173268546
53.08716578523579 -27.842877926613976
53.0295388319312 -27.846971566690023
53.028693504924284 -27.854409747873124
53.07988907468955 -27.84032039057662
53.10346254816339 -27.82589154625583
53.0350377541751 -27.85396312172633
53.04767219450266 -27.768855358340815
53.01719901560472 -27.81819738976252
53.08051367597643 -27.837568758289432
53.02577674033478 -27.834607396632066
53.089609404983605 -27.809126967904493
53.059492288022795 -27.797836649893064
53.047745855294416 -27.83445694811221
53.09455850928366 -27.88261506913387
53.082645802797025 -27.878966878573134
53.032481853256314 -27.780595410151037
53.039334116583184 -27.781152744646054
53.02897281513799 -27.85297975426497
53.055715682905294 -27.806948041281206
53.04082485120818 -27.831022843635388
53.104111953158885 -27.817650611346718
53.084811820181294 -27.801109719947128
53.08464129059712 -27.81373063409881
53.06524779963119 -27.784500991278097
53.07571131027874 -27.841394495397356
53.04637931905041 -27.84002109738871
53.06697089517027 -27.76090541048724
53.041170679110635 -27.820898432748713
53.02389250289538 -27.835414646389495
53.050831288724716 -27.76763496218242
53.102101107450885 -27.850036480008562
53.07031598668153 -27.83919533278365
53.08242055398949 -27.844369658670374
53.06538639402498 -27.769674331797248
53.09442676642115 -27.76635800840036
53.07081089661745 -27.843534331838868
53.084379579609 -27.80754718622043
53.06013873167094 -27.802610881905842
53.08514781897639 -27.890744047477693
53.09024856645018 -27.77582427637299
53.0789709855615 -27.803199472836052
53.0981450731159 -27.76282324579418
53.103949079310176 -27.79259328166727
53.045437282238 -27.786367878179632
53.079167145986894 -27.79260218676543
53.098948219194824 -27.772871235301633
53.06108879646399 -27.839991293910007
53.067327823696466 -27.851647350888275
53.09777367657715 -27.882139804305282
53.03561622939259 -27.840698659560594
53.03209628543406 -27.808587551637682
53.07993783225717 -27.887783723410276
53.06761310681857 -27.780317034977433
53.06361473073847 -27.851959234044166
53.08488975520155 -27.804285501261884
53.05541376949916 -27.886740158243633
53.06784352272154 -27.87675411843635
53.05565680588882 -27.823781353440687
53.06151967891714 -27.847726473813555
53.052399739517014 -27.785672353761406
53.05646961191093 -27.847246765096205
53.09193668670483 -27.785593747833502
53.08602119814331 -27.775085708610142
53.08067473504202 -27.7818372048324
53.04996557607336 -27.827594985883568
53.09036264287812 -27.839455483606464
53.07148884661399 -27.884465187523936
53.10548252708123 -27.843769783278862
53.09479626962498 -27.880255241877464
53.10578233533175 -27.823657715770704
53.04286834518044 -27.858964281290152
53.07462659321079 -27.892705274054236
53.020060810233325 -27.819413749567634
53.06387804312878 -27.877981552732955
53.07393169401687 -27.8026041663015
53.03493691422267 -27.8269350206483
53.08352478537504 -27.887918169065586
53.08665032321872 -27.814493626321056
53.10191136016481 -27.841431279908782
53.08362130720372 -27.847225555903428
53.0526847523562 -27.850176091030985
53.04497286442477 -27.790829228433864
53.10362672807947 -27.797776254613115
53.03655124719353 -27.830855921594
53.04076467098906 -27.77249160634197
